beta_window,z_entry,z_exit,z_window,vol_window,quantile_lookback,min_history,mode,oos_ratio,split_date,is_return,is_sharpe,is_mdd,oos_return,oos_sharpe,oos_mdd,full_return,full_sharpe,full_mdd,oos_active_ratio
60,2.25,1.0,30,20,252,84,low_only,0.8,2025-05-16,0.30053621747332926,0.9604484506119946,-0.1609516202698984,0.03465448093886225,0.37179115862770495,-0.11018151258654563,0.3456056250320598,0.7515293806699456,-0.1901252968884345,0.19811320754716982
60,2.25,1.0,30,20,252,126,low_only,0.8,2025-05-16,0.30053621747332926,0.9604484506119946,-0.1609516202698984,0.03465448093886225,0.37179115862770495,-0.11018151258654563,0.3456056250320598,0.7515293806699456,-0.1901252968884345,0.19811320754716982
60,2.25,0.5,30,40,126,84,low_only,0.8,2025-05-16,0.8004795076181281,1.3222708287462868,-0.24153550489469555,0.035126128442565685,0.3610536107365923,-0.17954544456639565,0.8637233820609314,1.0953014016541764,-0.34574029285919716,0.2688679245283019
60,2.25,0.5,30,40,126,126,low_only,0.8,2025-05-16,0.8004795076181281,1.3222708287462868,-0.24153550489469555,0.035126128442565685,0.3610536107365923,-0.17954544456639565,0.8637233820609314,1.0953014016541764,-0.34574029285919716,0.2688679245283019
90,2.0,1.0,30,30,252,84,low_only,0.8,2025-05-16,0.13069213762790777,0.37458986775967024,-0.20496452786257724,0.031500699425925704,0.3354143844701044,-0.14939491906620495,0.16630973079858125,0.36137882241168956,-0.21534945872856093,0.29245283018867924
90,2.0,1.0,30,30,252,126,low_only,0.8,2025-05-16,0.13069213762790777,0.37458986775967024,-0.20496452786257724,0.031500699425925704,0.3354143844701044,-0.14939491906620495,0.16630973079858125,0.36137882241168956,-0.21534945872856093,0.29245283018867924
60,2.25,1.0,30,20,126,84,low_only,0.8,2025-05-16,0.41873736058778577,1.015826444557376,-0.16095162026989818,0.02922899492073694,0.3318103303434539,-0.11018151258654563,0.46020562769426676,0.8295639510235749,-0.16095162026989818,0.18867924528301888
60,2.25,1.0,30,20,126,126,low_only,0.8,2025-05-16,0.41873736058778577,1.015826444557376,-0.16095162026989818,0.02922899492073694,0.3318103303434539,-0.11018151258654563,0.46020562769426676,0.8295639510235749,-0.16095162026989818,0.18867924528301888
60,2.25,1.0,30,30,126,84,low_only,0.8,2025-05-16,0.3352651890938001,0.7325600630081087,-0.24153550489469555,0.028765841873022557,0.3283803705507364,-0.11018151258654563,0.37367521638182444,0.6414446680374029,-0.29782306377319034,0.19339622641509435
60,2.25,1.0,30,30,126,126,low_only,0.8,2025-05-16,0.3352651890938001,0.7325600630081087,-0.24153550489469555,0.028765841873022557,0.3283803705507364,-0.11018151258654563,0.37367521638182444,0.6414446680374029,-0.29782306377319034,0.19339622641509435
60,1.75,1.0,30,30,252,84,low_only,0.8,2025-05-16,-0.032657404069076024,0.03144290028502472,-0.2037792161996399,0.027232207563221644,0.30578775716631745,-0.14839015279434842,-0.006314529711939354,0.09975580562020574,-0.29858287011200224,0.32547169811320753
60,1.75,1.0,30,30,252,126,low_only,0.8,2025-05-16,-0.032657404069076024,0.03144290028502472,-0.2037792161996399,0.027232207563221644,0.30578775716631745,-0.14839015279434842,-0.006314529711939354,0.09975580562020574,-0.29858287011200224,0.32547169811320753
