hour,equity,n_short,n_long,btc_hedge,target_hedge,funding_pnl,price_pnl,hedge_pnl
2023-05-20 08:00:00+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2023-05-20 16:00:00+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2023-05-21 00:00:00+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2023-05-21 08:00:00+00:00,999.91,0,1,-100.0,-100.0,0.0,0.0,0.0
2023-05-21 16:00:00+00:00,1000.5008465401528,0,1,-100.0,-96.58112297623147,-0.007619197868584222,0.0,0.5984657380214355
2023-05-22 00:00:00+00:00,1001.3763257907185,0,1,-100.0,-96.43472270065449,0.01144710053220806,0.0,0.8640321500334924
2023-05-22 08:00:00+00:00,1000.7576670192653,0,1,-100.0,-96.46916982431968,0.013806001947984845,0.0,-0.6324647734011967
2023-05-22 16:00:00+00:00,1000.5729885452263,0,1,-100.0,-96.81364106097142,0.010022816136755083,0.0,-0.19470129017579335
2023-05-23 00:00:00+00:00,1000.6662992190517,0,2,-196.52084050981745,-196.52084050981745,0.00677995200826731,0.0,0.17496510004653326
2023-05-23 08:00:00+00:00,996.9915743564899,0,2,-196.52084050981745,-203.78931041080773,0.04382129449970839,0.0,-3.718546157061463
2023-05-23 16:00:00+00:00,997.771167874708,0,2,-196.52084050981745,-202.6705097492283,0.03444717296129046,0.0,0.7451463452568181
2023-05-24 00:00:00+00:00,998.3138332594128,0,2,-196.52084050981745,-200.27458651884686,0.012002150254602835,0.0,0.530663234450246
2023-05-24 08:00:00+00:00,1001.2875826392155,0,2,-196.52084050981745,-194.06668344183208,0.019327148295170172,0.0,2.9544222315074973
2023-05-24 16:00:00+00:00,1005.0160869769209,0,2,-196.52084050981745,-192.4615343594036,-0.0030668418215502587,0.0,3.7315711795268274
2023-05-25 00:00:00+00:00,1005.0624854288878,0,2,-196.52084050981745,-195.99422380924455,0.03366168380579472,0.0,0.012736768161144975
2023-05-25 08:00:00+00:00,1005.2209229008038,0,2,-196.52084050981745,-194.59062775710223,0.034807885994894525,0.0,0.12362958592100852
2023-05-25 16:00:00+00:00,1004.8698502387733,0,2,-196.52084050981745,-196.4646098901801,0.02979620992414675,0.0,-0.3808688719545618
2023-05-26 00:00:00+00:00,1003.4297753881889,0,2,-196.52084050981745,-195.1627384116411,0.04453576516376358,0.0,-1.4846106157481769
2023-05-26 08:00:00+00:00,1003.4608805849932,0,2,-196.52084050981745,-196.94752165266132,0.035561283282785,0.0,-0.0044560864784250215
2023-05-26 16:00:00+00:00,1001.1364742777719,0,2,-196.52084050981745,-201.0745679295325,0.02612601211525851,0.0,-2.3505323193365943
2023-05-27 00:00:00+00:00,1002.1160884746523,0,2,-196.52084050981745,-198.17522522835912,-0.0045274977269470305,0.0,0.9841416946073931
2023-05-27 08:00:00+00:00,1001.8737353319375,0,2,-196.52084050981745,-197.53457590196302,0.0017858687277338208,0.0,-0.2441390114425263
2023-05-27 16:00:00+00:00,1002.0472048933844,0,2,-196.52084050981745,-197.5995536782389,0.004036627142778511,0.0,0.16943293430417106
2023-05-28 00:00:00+00:00,999.0261262307159,0,2,-196.52084050981745,-203.27428547065836,-0.0040445877375584315,0.0,-3.0170340749309656
2023-05-28 08:00:00+00:00,997.6188924542707,0,1,-103.5566655184292,-103.5566655184292,0.013267221813615013,-0.3780718336483957,-0.9105952858643032
2023-05-28 16:00:00+00:00,997.4085469019043,0,1,-103.5566655184292,-102.66965208405098,-0.003907904700310024,0.0,-0.20643764766608697
2023-05-29 00:00:00+00:00,993.8057797871534,0,1,-103.5566655184292,-107.98312090940406,-0.007939156612125388,0.0,-3.5948279581387514
2023-05-29 08:00:00+00:00,994.8886500814124,0,1,-103.5566655184292,-107.97450912848777,-0.004547065718222529,0.0,1.0874173599772619
2023-05-29 16:00:00+00:00,995.9882200206589,0,1,-103.5566655184292,-105.25318635893903,-0.010525318635893904,0.0,1.1100952578823893
2023-05-30 00:00:00+00:00,995.5763863313178,0,1,-103.5566655184292,-104.77953840854288,-0.007643845452118497,0.0,-0.40418984388897794
2023-05-30 08:00:00+00:00,995.3119939382352,0,1,-103.5566655184292,-104.97760936961764,-0.007942794884602136,0.0,-0.25644959819807983
2023-05-30 16:00:00+00:00,995.6019596645058,0,1,-103.5566655184292,-106.57078883913194,0.017741606527729936,0.0,0.272224119742791
2023-05-31 00:00:00+00:00,995.4477819048154,0,1,-103.5566655184292,-106.14881157423355,0.026038483932139162,0.0,-0.18021624362249875
2023-05-31 08:00:00+00:00,997.7632564656461,0,1,-103.5566655184292,-99.83637616259043,0.005099901668963141,0.0,2.3103746591617145
2023-05-31 16:00:00+00:00,998.5264463577644,0,1,-103.5566655184292,-98.70823286255597,0.009595170675163623,0.0,0.7535947214431008
2023-06-01 00:00:00+00:00,998.0426219755296,0,1,-103.5566655184292,-99.31966930761281,0.02033210691870479,0.0,-0.504156489153428
2023-06-01 08:00:00+00:00,998.6535232437911,0,1,-103.5566655184292,-98.6737857388908,0.010451862876334825,0.0,0.6004494053851586
2023-06-01 16:00:00+00:00,997.9816881629345,0,1,-103.5566655184292,-99.80192903892525,0.013335903025318636,0.0,-0.6851709838820497
2023-06-02 00:00:00+00:00,999.1506975567934,0,1,-103.5566655184292,-99.83637616259043,0.017993130697554257,0.0,1.1510162631613863
2023-06-02 08:00:00+00:00,997.6945378035499,0,1,-103.5566655184292,-105.79572855666551,0.013283108641922147,0.0,-1.4694428618853355
2023-06-02 16:00:00+00:00,998.1162336706714,0,1,-103.5566655184292,-106.4588356872201,-0.006487356591457112,0.0,0.4281832237128966
2023-06-03 00:00:00+00:00,997.7133245070954,0,1,-103.5566655184292,-106.76024801929039,0.015565804301584565,0.0,-0.41847496787754235
2023-06-03 08:00:00+00:00,997.7148796699237,0,2,-206.18325869789874,-206.18325869789874,0.006557166629348949,0.0,0.08617996312969174
2023-06-03 16:00:00+00:00,996.8959483924236,0,2,-206.18325869789874,-206.117634955153,-0.019556360328102283,0.0,-0.7993749171719594
2023-06-04 00:00:00+00:00,998.6940483218303,0,2,-206.18325869789874,-202.55595685432021,-0.015498293175097886,0.0,1.8135982225817744
2023-06-04 08:00:00+00:00,997.5661282589148,0,2,-206.18325869789874,-206.35498484063606,-0.020635498484063604,0.0,-1.1072845644315465
2023-06-04 16:00:00+00:00,997.4101864450104,0,2,-206.18325869789874,-205.5554697299188,-0.015422221424327757,0.0,-0.14051959248002854
2023-06-05 00:00:00+00:00,998.4956614598556,0,2,-206.18325869789874,-202.7361468657062,-0.012867517149539959,0.0,1.0983425319947464
2023-06-05 08:00:00+00:00,1000.2572234153657,0,2,-206.18325869789874,-203.09889348476042,0.018611469861317457,0.0,1.742950485648842
2023-06-05 16:00:00+00:00,1007.9148992590873,0,2,-206.18325869789874,-204.197996676247,0.011510346643783543,0.0,7.646165497077764
2023-06-06 00:00:00+00:00,1008.8914657895552,0,2,-192.7742885091232,-192.7742885091232,0.04267192385405135,0.0,0.9399286431988693
2023-06-06 08:00:00+00:00,1008.8467045019531,0,2,-192.7742885091232,-190.4487460984031,0.02355260167137576,0.0,-0.06831388927352645
2023-06-06 16:00:00+00:00,1003.8079219802046,0,2,-192.7742885091232,-198.66892106875486,0.008650996671750464,0.0,-5.04743351842032
2023-06-07 00:00:00+00:00,997.87303440672,0,2,-192.7742885091232,-202.06682741991045,-0.016567952741991045,0.0,-5.9183196207425866
2023-06-07 08:00:00+00:00,1000.4079440656417,0,2,-192.7742885091232,-200.22630576949877,-0.020022630576949876,0.0,2.5549322894986304
2023-06-07 16:00:00+00:00,1003.9694069763126,0,2,-192.7742885091232,-190.37004033731887,-0.009270196390602115,0.0,3.5707331070615296
2023-06-08 00:00:00+00:00,1003.5512201112664,0,2,-192.7742885091232,-190.72915488846758,0.03749408751687843,0.0,-0.455680952563042
2023-06-08 01:00:00+00:00,1003.1537623303669,0,2,-192.7742885091232,-191.75947887549864,0.008179719233521916,0.0,-0.40563750013293814
2023-06-08 02:00:00+00:00,1003.5744980811162,0,2,-192.7742885091232,-190.7153826128801,0.006468536724972588,0.0,0.4142672140242614
2023-06-08 03:00:00+00:00,1003.8914954978484,0,2,-192.7742885091232,-189.08172448611992,0.007089709531709761,0.0,0.30990770720043315
2023-06-08 04:00:00+00:00,1003.4755356187234,0,2,-192.7742885091232,-190.067428272411,0.006456817175220815,0.0,-0.422416696300188
2023-06-08 05:00:00+00:00,1003.6600607472277,0,2,-192.7742885091232,-189.75740415942442,0.007015902906022461,0.0,0.17750922559830362
2023-06-08 06:00:00+00:00,1003.3169603149408,0,2,-192.7742885091232,-191.1573444686071,0.007858242659791265,0.0,-0.35095867494663135
2023-06-08 07:00:00+00:00,1003.103175817215,0,3,-291.94911883731754,-291.94911883731754,0.00794434560899918,0.0,-0.13210016968716068
2023-06-08 08:00:00+00:00,1003.1489591959543,0,3,-291.94911883731754,-292.84002825230687,0.007124130647829974,0.0,0.03865924809150488
2023-06-08 09:00:00+00:00,1003.7543589116701,0,3,-291.94911883731754,-292.07429049152853,0.004444968298379362,0.0,0.6009547474175305
2023-06-08 10:00:00+00:00,1002.5509400133473,1,3,-196.0134495152197,-196.0134495152197,0.001689775748258772,0.0,-1.116937622876125
2023-06-08 11:00:00+00:00,1002.9472324384651,1,3,-196.0134495152197,-194.40379675545398,0.0031475434673278826,0.0,0.39314488165056494
2023-06-08 12:00:00+00:00,1002.6697644222521,1,4,-294.9283378780732,-294.9283378780732,0.007156498247882016,0.0,-0.1951128146975609
2023-06-08 13:00:00+00:00,1003.3226173745921,1,4,-294.9283378780732,-290.47867549764163,0.008303221007924914,0.0,0.6445497313321165
2023-06-08 14:00:00+00:00,1000.5815858596062,1,4,-294.9283378780732,-291.3635713667679,0.00709857585253298,0.0,-2.7481300908384476
2023-06-08 15:00:00+00:00,999.822708317672,1,4,-294.9283378780732,-291.997522650036,0.017313767703728694,0.0,-0.7761913096379149
2023-06-08 16:00:00+00:00,1002.2408419689265,1,4,-294.9283378780732,-291.83902291380497,0.011740875739220932,0.0,2.4063927755152448
2023-06-08 17:00:00+00:00,1002.3966625597193,1,4,-294.9283378780732,-290.87637621141556,0.013300101332011411,0.0,0.14252048946085483
2023-06-08 18:00:00+00:00,1001.6439647580107,1,5,-391.55528459579756,-391.55528459579756,0.011969966318929161,0.0,-0.6761856420045649
2023-06-08 19:00:00+00:00,1000.9339559235835,1,4,-291.93595468613825,-291.93595468613825,0.006242246199587765,-0.7230769230769288,0.14165454090950416
2023-06-08 20:00:00+00:00,999.748353269896,1,5,-392.27935000260777,-392.27935000260777,0.0018030808266176232,0.0,-1.0972512066216622
2023-06-08 21:00:00+00:00,1000.7194359852047,1,5,-392.27935000260777,-391.71380255607676,0.0031283363117405407,0.0,0.9679543789969058
2023-06-08 22:00:00+00:00,1001.110651848311,1,5,-392.27935000260777,-392.0056990583564,0.008688739351516392,0.0,0.38252712375487796
2023-06-08 23:00:00+00:00,1000.9926157355048,1,4,-292.3494778089356,-292.3494778089356,0.008707621120422861,-0.708789750976009,0.7170144595365442
2023-06-09 00:00:00+00:00,994.4389250917056,1,3,-197.32294781799123,-197.32294781799123,0.006679358351101237,-6.8702290076335935,0.44262094397920987
2023-06-09 01:00:00+00:00,994.1167299226177,1,3,-197.32294781799123,-196.19747832070578,0.007599138271059498,0.0,-0.329794307359027
2023-06-09 02:00:00+00:00,994.4340433399001,1,3,-197.32294781799123,-196.03995874795658,0.00445710137618969,0.0,0.3128563159062149
2023-06-09 03:00:00+00:00,994.28032852034,1,3,-197.32294781799123,-197.43661617030384,0.0066921442212389305,0.0,-0.16040696378126176
2023-06-09 04:00:00+00:00,992.6641295555443,1,2,-97.19414335860357,-97.19414335860357,0.0040762200592372195,-1.4143972978678525,-0.07081992498048383
2023-06-09 05:00:00+00:00,992.6066049249632,1,2,-97.19414335860357,-96.03178610538926,0.00487577869034027,0.0,-0.062400409271356955
2023-06-09 06:00:00+00:00,992.6624185806913,1,2,-97.19414335860357,-95.25195039555553,0.004824880339915899,0.0,0.05098877538816165
2023-06-09 07:00:00+00:00,992.6659045649197,1,2,-97.19414335860357,-96.60554985816717,0.00568809380483621,0.0,-0.0022021095764827676
2023-06-09 08:00:00+00:00,992.1223757377261,1,2,-97.19414335860357,-96.78528287708883,0.006252074116208354,0.0,-0.5497809013098643
2023-06-09 09:00:00+00:00,992.1497313061691,1,2,-97.19414335860357,-96.5744420830701,0.005458830992486313,0.0,0.021896737450544313
2023-06-09 10:00:00+00:00,992.1637849598234,1,2,-97.19414335860357,-96.33021039353898,0.004562929273269409,0.0,0.009490724381057513
2023-06-09 11:00:00+00:00,992.2541393355557,1,2,-97.19414335860357,-96.42960678342325,0.0023740702571011293,0.0,0.08798030547525186
2023-06-09 12:00:00+00:00,992.0277975843223,1,2,-97.19414335860357,-99.65476701914665,0.002029663586045645,0.0,-0.22837141481938672
2023-06-09 13:00:00+00:00,995.4817918463805,1,1,3.1729350759872545,3.1729350759872545,-0.0002023266885751962,3.431516936671574,0.15784483737064933
2023-06-09 14:00:00+00:00,995.4772212604781,1,1,3.1729350759872545,3.3905445215039975,4.238180651880007e-05,0.0,-0.004612967708806081
2023-06-09 15:00:00+00:00,995.3733577005977,1,2,-97.15485733301149,-97.15485733301149,3.556428333735626e-05,0.0,-0.013751617579701282
2023-06-09 16:00:00+00:00,995.3419659448554,1,2,-97.15485733301149,-97.1325232353447,0.00495169610921486,0.0,-0.03634345185156887
2023-06-09 17:00:00+00:00,995.293210022341,1,2,-97.15485733301149,-96.75124919742298,0.0037205443359408386,0.0,-0.052476466850311376
2023-06-09 18:00:00+00:00,995.4664410337825,1,2,-97.15485733301149,-95.43069562946502,0.00525026201248991,0.0,0.16798074942908478
2023-06-09 19:00:00+00:00,995.6318321802919,1,2,-97.15485733301149,-95.59432761148327,0.005569780427460692,0.0,0.15982136608187267
2023-06-09 20:00:00+00:00,995.4825005912729,1,2,-97.15485733301149,-96.10570116476613,0.008545054147226585,0.0,-0.15787664316614905
2023-06-09 21:00:00+00:00,995.4144200814872,1,2,-97.15485733301149,-97.43076598559611,0.006137072934934466,0.0,-0.0742175827207511
2023-06-09 22:00:00+00:00,995.3551114984682,1,2,-97.15485733301149,-97.99402511867356,0.005674014439236125,0.0,-0.06498259745813507
2023-06-09 23:00:00+00:00,995.4058728764638,1,2,-97.15485733301149,-98.36154700400664,0.004166611669463945,0.0,0.04659476632614259
2023-06-10 00:00:00+00:00,995.4740219974906,1,2,-97.15485733301149,-100.57346595887651,0.005381183003407762,0.0,0.06276793802329428
2023-06-10 01:00:00+00:00,995.728375192544,1,2,-97.15485733301149,-100.1036178073529,0.006057540608965626,0.0,0.24829565444449872
2023-06-10 02:00:00+00:00,996.0022159263359,1,2,-97.15485733301149,-98.89912861246725,0.006865015853934005,0.0,0.2669757179379205
2023-06-10 03:00:00+00:00,996.0026246838845,1,2,-97.15485733301149,-98.96567837439507,0.00668612766761465,0.0,-0.006277370119069921
2023-06-10 04:00:00+00:00,998.0716789707309,1,2,-97.15485733301149,-88.57044501591491,0.005040648925674182,0.0,2.064013637920746
2023-06-10 05:00:00+00:00,999.0250615395972,1,2,-85.86330183920347,-85.86330183920347,0.019117057080989545,0.0,0.9393467117575741
2023-06-10 06:00:00+00:00,985.4522280472437,1,1,0.6265756208308204,0.6265756208308204,0.001890890862894722,-13.374095763003787,-0.07170817535563326
2023-06-10 07:00:00+00:00,985.45450077743,1,1,0.6265756208308204,-0.3425978266685661,-0.00045931321265835125,0.0,0.0027320433989974835
2023-06-10 08:00:00+00:00,985.454907529198,1,1,0.6265756208308204,-1.2338647151237438,-0.00015537043253640876,0.0,0.0005621222005175631
2023-06-10 09:00:00+00:00,985.4540909051636,1,1,0.6265756208308204,-0.12903628387522303,-0.00038442208383057935,0.0,-0.00043220195044099333
2023-06-10 10:00:00+00:00,985.4550601721782,1,1,0.6265756208308204,1.2279949693588037,-0.00011320544343035484,0.0,0.001082472457943059
2023-06-10 11:00:00+00:00,985.456198822146,1,1,0.6265756208308204,0.22774030963005032,0.00036051636206450074,0.0,0.0007781336057626517
2023-06-10 12:00:00+00:00,985.36534138697,1,2,-100.32921324248987,-100.32921324248987,0.002418227034029347,0.0,-0.002845557221517393
2023-06-10 13:00:00+00:00,985.2031556747442,1,2,-100.32921324248987,-99.6980056927429,0.006323506598758935,0.0,-0.16850921882466005
2023-06-10 14:00:00+00:00,985.1577906415773,1,2,-100.32921324248987,-98.9056540567136,0.002364394577437569,0.0,-0.04772942774423313
2023-06-10 15:00:00+00:00,985.3060892632959,1,2,-100.32921324248987,-98.71928715973989,0.0032232308406007484,0.0,0.1450753908780115
2023-06-10 16:00:00+00:00,985.4615869137683,1,2,-100.32921324248987,-96.06443807802003,0.0008136565973256601,0.0,0.15468399387503318
2023-06-10 17:00:00+00:00,983.7774391224275,1,2,-100.32921324248987,-101.63943433109964,0.000393053742324984,0.0,-1.6845408450831454
2023-06-10 18:00:00+00:00,985.6431790128477,1,2,-100.32921324248987,-98.98210902147183,0.011134518371389153,0.0,1.8546053720487912
2023-06-10 19:00:00+00:00,1000.9664746506986,0,2,-185.5606749966161,-185.5606749966161,0.03248287577067987,16.24053247647464,-0.8213655566050007
2023-06-10 20:00:00+00:00,1000.9747849501841,0,2,-185.5606749966161,-185.76422678606326,0.026334158476898212,0.0,-0.018023858991364595
2023-06-10 21:00:00+00:00,1000.828788020335,0,3,-286.9160318278463,-286.9160318278463,0.01958495195975174,0.0,-0.07497197123483053
2023-06-10 22:00:00+00:00,999.5879591602076,0,3,-286.9160318278463,-288.2792148332871,0.008177480102753576,0.0,-1.2490063402302116
2023-06-10 23:00:00+00:00,999.918627740949,1,3,-187.68653789542157,-187.68653789542157,0.014296041630397447,0.0,0.40602581138064125
2023-06-11 00:00:00+00:00,1000.4859081583683,1,4,-285.38849098172454,-285.38849098172454,0.021821526564077834,0.0,0.6344247697439913
2023-06-11 01:00:00+00:00,999.6631268124124,1,4,-285.38849098172454,-286.78783669822917,0.011010346973892856,0.0,-0.8337916929297181
2023-06-11 02:00:00+00:00,1000.6352257518348,1,3,-188.25209953025674,-188.25209953025674,0.015613001554889434,0.4434589800443503,0.646738333976288
2023-06-11 03:00:00+00:00,1000.9548344946446,1,3,-188.25209953025674,-187.34725854245002,0.01774464471230625,0.0,0.30186409809750997
2023-06-11 04:00:00+00:00,1000.9427367577417,1,3,-188.25209953025674,-186.5072527242157,0.014989212128725891,0.0,-0.027086949031568983
2023-06-11 05:00:00+00:00,1000.31582764367,1,3,-188.25209953025674,-187.14777740520333,0.012836496034071799,0.0,-0.6397456101057619
2023-06-11 06:00:00+00:00,1001.6979094749194,1,1,13.82707913046157,13.82707913046157,0.007005269401950407,1.4286225912247146,0.21738960101998442
2023-06-11 07:00:00+00:00,1001.680755254053,1,1,13.82707913046157,13.968008218603273,0.00859452984210298,0.0,-0.025748750708494545
2023-06-11 08:00:00+00:00,1001.6878854160864,1,1,13.82707913046157,13.934780175898112,0.007452621901133872,0.0,-0.00032245986778050456
2023-06-11 09:00:00+00:00,1001.67712929712,1,1,13.82707913046157,13.756694335830034,0.00525976130473349,0.0,-0.016015880271142636
2023-06-11 10:00:00+00:00,1001.7168561036111,1,1,13.82707913046157,13.274402923960906,0.004429487248863445,0.0,0.035297319242198075
2023-06-11 11:00:00+00:00,1001.73317335965,1,1,13.82707913046157,13.62570798041726,0.0046708915682227,0.0,0.011646364470680121
2023-06-11 12:00:00+00:00,1001.6249394335562,1,2,-86.10510293843944,-86.10510293843944,0.005705803429108975,0.0,-0.023970247591871295
2023-06-11 13:00:00+00:00,1001.7914719095677,1,2,-86.10510293843944,-85.0198126021439,0.009309927697685051,0.0,0.15722254831379143
2023-06-11 14:00:00+00:00,1001.6164402290434,1,2,-86.10510293843944,-85.2015508755113,0.009623838130817453,0.0,-0.18465551865504837
2023-06-11 15:00:00+00:00,1001.6459721137874,1,2,-86.10510293843944,-84.35165581744126,0.005788716035245988,0.0,0.023743168708722312
2023-06-11 16:00:00+00:00,1001.2571053870014,1,2,-86.10510293843944,-85.99197908003055,0.008188411233742298,0.0,-0.39705513801970477
2023-06-11 17:00:00+00:00,1001.0212634933612,1,2,-86.10510293843944,-86.67760278033678,0.0062255924531169,0.0,-0.2420674860933065
2023-06-11 18:00:00+00:00,1000.9699958199751,1,1,13.980402960409066,13.980402960409066,0.0064027396863695265,0.18926359256710462,-0.11189552798506405
2023-06-11 19:00:00+00:00,1001.0053905649386,1,1,13.980402960409066,13.896326446248068,0.005943955211625325,0.0,0.029450789751885562
2023-06-11 20:00:00+00:00,1001.0610125421949,1,1,13.980402960409066,14.096081239235176,0.007374785148205899,0.0,0.04824719210809439
2023-06-11 21:00:00+00:00,1001.0286152937302,1,1,13.980402960409066,14.28146815955175,0.008723473510903587,0.0,-0.04112072197555824
2023-06-11 22:00:00+00:00,1000.8636850511856,1,2,-85.92991059118647,-85.92991059118647,0.005687634885071289,0.0,-0.08065823633146853
2023-06-11 23:00:00+00:00,1000.7905597727075,1,2,-85.92991059118647,-86.32005334030536,0.013522380151220155,0.0,-0.08664765862934169
2023-06-12 00:00:00+00:00,1000.6597650202285,1,2,-85.92991059118647,-86.03600918351805,0.019773869585858993,0.0,-0.15056862206491256
2023-06-12 01:00:00+00:00,1000.6907154100671,1,3,-186.02547169047187,-186.02547169047187,0.021010602696754876,0.0,0.09998278963656339
2023-06-12 02:00:00+00:00,1001.8816819939645,1,3,-186.02547169047187,-179.76015340458008,0.023513257042824212,0.0,1.1674533268546403
2023-06-12 03:00:00+00:00,1001.7730003032758,1,3,-186.02547169047187,-181.87105159422413,0.01551629214961775,0.0,-0.12419798283838364
2023-06-12 04:00:00+00:00,1001.6035424600793,1,3,-186.02547169047187,-184.6459609664156,0.011663638107805336,0.0,-0.18112148130425804
2023-06-12 05:00:00+00:00,1001.8649454399527,1,4,-282.02500276189164,-282.02500276189164,0.00933908573615624,0.0,0.34026368311937
2023-06-12 06:00:00+00:00,1001.0586893047415,1,4,-282.02500276189164,-283.9234068429309,0.010557034003047892,0.0,-0.8168131692142757
2023-06-12 07:00:00+00:00,1001.4919578309449,1,4,-282.02500276189164,-281.7818673466883,0.009664943561612235,0.0,0.42360358264179804
2023-06-12 08:00:00+00:00,1000.0370676920146,1,4,-282.02500276189164,-286.66893371657426,0.008084562621712622,0.0,-1.462974701551988
2023-06-12 09:00:00+00:00,999.771881413664,1,4,-282.02500276189164,-287.83723022655346,0.005666326405507574,0.0,-0.2708526047560858
2023-06-12 10:00:00+00:00,999.792255934868,1,4,-282.02500276189164,-289.3817157947267,0.00842062543345036,0.0,0.011953895770563747
2023-06-12 11:00:00+00:00,999.5315278721009,1,4,-282.02500276189164,-289.3148917832517,0.008789374720449328,0.0,-0.2695174374875132
2023-06-12 12:00:00+00:00,1000.1458901310358,1,4,-282.02500276189164,-289.7410682673316,0.010698444155554215,0.0,0.6036638147792664
2023-06-12 13:00:00+00:00,1001.4783228325873,2,4,-186.38082193286738,-186.38082193286738,0.01035300939120774,0.0,1.41011957353331
2023-06-12 14:00:00+00:00,1001.1530689935408,2,4,-186.38082193286738,-188.72343486666261,0.013679510390423167,0.0,-0.33893334943687603
2023-06-12 15:00:00+00:00,1001.3659329568785,2,4,-186.38082193286738,-186.71576151325138,0.010161636620794046,0.0,0.20270232671685154
2023-06-12 16:00:00+00:00,1001.3360298810238,2,4,-186.38082193286738,-187.08106231687316,0.00475993109545019,0.0,-0.03466300695011596
2023-06-12 17:00:00+00:00,1001.4550319929962,2,4,-186.38082193286738,-187.62447686008485,-0.0008518300238430747,0.0,0.1198539419962473
2023-06-12 18:00:00+00:00,1001.1589337626446,2,4,-186.38082193286738,-187.21671047639347,-0.0034953313000959507,0.0,-0.2926028990515022
2023-06-12 19:00:00+00:00,1001.2203759817651,2,5,-286.0439125681636,-286.0439125681636,-0.0016342846278516055,0.0,0.15292489453428762
2023-06-12 20:00:00+00:00,1000.4519187757843,2,5,-286.0439125681636,-288.8254051680964,-0.0017379088673841565,0.0,-0.7667192971133963
2023-06-12 21:00:00+00:00,1000.0916673658699,2,5,-286.0439125681636,-289.72344397725846,-1.6860361760210815e-05,0.0,-0.3602345495527203
2023-06-12 22:00:00+00:00,998.7435494283467,2,4,-190.31732256313342,-190.31732256313342,-0.003632989669260505,-1.1805065079204857,-0.03090147443116876
2023-06-12 23:00:00+00:00,998.9372046823653,2,4,-190.31732256313342,-189.41113339548357,-0.0016444126730190576,0.0,0.19529966669160478
2023-06-13 00:00:00+00:00,999.1976385634149,2,4,-190.31732256313342,-187.65146991225498,-0.007092824748420833,0.0,0.2675267057979842
2023-06-13 01:00:00+00:00,998.4780922025176,2,4,-190.31732256313342,-190.13347506238637,-0.003420247704247158,0.0,-0.716126113193111
2023-06-13 02:00:00+00:00,998.4534734541984,2,3,-91.13536507469519,-91.13536507469519,-0.0012821719225681162,1.2822780332507921,-1.170982728777592
2023-06-13 03:00:00+00:00,998.6656469609179,2,3,-91.13536507469519,-90.72372320304578,-1.3095399220147685e-06,0.0,0.2121748162594382
2023-06-13 04:00:00+00:00,998.699157217238,2,3,-91.13536507469519,-89.24728551531138,-0.007414715522588272,0.0,0.040924971842732895
2023-06-13 05:00:00+00:00,998.6184852382404,2,3,-91.13536507469519,-89.64680283535162,-0.0005349796538482512,0.0,-0.0801369993437874
2023-06-13 06:00:00+00:00,998.6070867914189,2,3,-91.13536507469519,-89.38736602631036,-0.0026575521363106543,0.0,-0.008740894685248024
