timestamp,coin,funding_rate,premium,datetime
1767002400008,INIT,-9.03625e-05,-0.0012229002,2025-12-29 10:00:00.008
1767002400008,INJ,1.25e-05,-5.96415e-05,2025-12-29 10:00:00.008
1767002400008,IOTA,1.25e-05,-0.0002666681,2025-12-29 10:00:00.008
1767002400008,IP,1.25e-05,-8.06902e-05,2025-12-29 10:00:00.008
1767002400008,JELLY,0.0,0.0,2025-12-29 10:00:00.008
1767002400008,KAITO,-0.0001245162,-0.0014961298,2025-12-29 10:00:00.008
1767002400008,LAUNCHCOIN,0.0,0.0,2025-12-29 10:00:00.008
1767002400008,LAYER,1.25e-05,-0.0003700146,2025-12-29 10:00:00.008
1767002400008,LDO,1.25e-05,-3.76132e-05,2025-12-29 10:00:00.008
1767002400008,LINEA,-5.6526e-06,-0.0005452209,2025-12-29 10:00:00.008
1767002400008,LINK,1.25e-05,-0.0001219916,2025-12-29 10:00:00.008
1767002400008,LISTA,0.0,0.0,2025-12-29 10:00:00.008
1767002400008,LIT,1.25e-05,2.46285e-05,2025-12-29 10:00:00.008
1767002400008,LTC,1.25e-05,-0.0001909203,2025-12-29 10:00:00.008
1767002400008,MATIC,0.0,0.0,2025-12-29 10:00:00.008
1767002400008,ME,1.25e-05,-0.0002774263,2025-12-29 10:00:00.008
1767002400008,MELANIA,1.25e-05,-0.0001739133,2025-12-29 10:00:00.008
1767002400008,MEW,-2.95152e-05,-0.0007361219,2025-12-29 10:00:00.008
1767002400008,MON,1.25e-05,-1.16975e-05,2025-12-29 10:00:00.008
1767002400008,MOODENG,1.25e-05,-0.0001546436,2025-12-29 10:00:00.008
1767002400008,MORPHO,1.25e-05,-2.28108e-05,2025-12-29 10:00:00.008
1767002400008,MOVE,-3.92682e-05,-0.0008141456,2025-12-29 10:00:00.008
1767002400008,NEIROETH,0.0,0.0,2025-12-29 10:00:00.008
1767002400008,NIL,-6.31412e-05,-0.0010051297,2025-12-29 10:00:00.008
