coin,hour,funding_rate,position_type,strategy,funding_pnl,price_pnl,hedge_pnl,net_pnl,hedge_ratio,valid
SOPH,2025-05-28 18:00:00,-0.00225472,long,beta_eth,0.00225472,0.009997170612091155,0.0,0.0,0.0,False
SOPH,2025-05-28 18:00:00,-0.00225472,long,multi_hedge,0.00225472,0.009997170612091155,0.0,0.0,0.0,False
SOPH,2025-05-28 19:00:00,-0.0030194575,long,no_hedge,0.0030194575,-0.00950913561801603,0.0,-0.00648967811801603,0.0,True
SOPH,2025-05-28 19:00:00,-0.0030194575,long,delta_btc,0.0030194575,-0.00950913561801603,0.0,0.0,0.0,False
SOPH,2025-05-28 19:00:00,-0.0030194575,long,beta_btc,0.0030194575,-0.00950913561801603,0.0,0.0,0.0,False
SOPH,2025-05-28 19:00:00,-0.0030194575,long,beta_eth,0.0030194575,-0.00950913561801603,0.0,0.0,0.0,False
SOPH,2025-05-28 19:00:00,-0.0030194575,long,multi_hedge,0.0030194575,-0.00950913561801603,0.0,0.0,0.0,False
SOPH,2025-05-28 20:00:00,-0.002850555,long,no_hedge,0.002850555,0.04748361956538805,0.0,0.050334174565388044,0.0,True
SOPH,2025-05-28 20:00:00,-0.002850555,long,delta_btc,0.002850555,0.04748361956538805,0.0,0.0,0.0,False
SOPH,2025-05-28 20:00:00,-0.002850555,long,beta_btc,0.002850555,0.04748361956538805,0.0,0.0,0.0,False
SOPH,2025-05-28 20:00:00,-0.002850555,long,beta_eth,0.002850555,0.04748361956538805,0.0,0.0,0.0,False
SOPH,2025-05-28 20:00:00,-0.002850555,long,multi_hedge,0.002850555,0.04748361956538805,0.0,0.0,0.0,False
SOPH,2025-05-28 21:00:00,-0.0018904538,long,no_hedge,0.0018904538,-0.0017100427510687854,0.0,0.00018041104893121445,0.0,True
SOPH,2025-05-28 21:00:00,-0.0018904538,long,delta_btc,0.0018904538,-0.0017100427510687854,0.0,0.0,0.0,False
SOPH,2025-05-28 21:00:00,-0.0018904538,long,beta_btc,0.0018904538,-0.0017100427510687854,0.0,0.0,0.0,False
SOPH,2025-05-28 21:00:00,-0.0018904538,long,beta_eth,0.0018904538,-0.0017100427510687854,0.0,0.0,0.0,False
SOPH,2025-05-28 21:00:00,-0.0018904538,long,multi_hedge,0.0018904538,-0.0017100427510687854,0.0,0.0,0.0,False
SOPH,2025-05-28 22:00:00,-0.0024237858,long,no_hedge,0.0024237858,-0.0034710222235577737,0.0,-0.0010472364235577735,0.0,True
SOPH,2025-05-28 22:00:00,-0.0024237858,long,delta_btc,0.0024237858,-0.0034710222235577737,0.0,0.0,0.0,False
SOPH,2025-05-28 22:00:00,-0.0024237858,long,beta_btc,0.0024237858,-0.0034710222235577737,0.0,0.0,0.0,False
SOPH,2025-05-28 22:00:00,-0.0024237858,long,beta_eth,0.0024237858,-0.0034710222235577737,0.0,0.0,0.0,False
SOPH,2025-05-28 22:00:00,-0.0024237858,long,multi_hedge,0.0024237858,-0.0034710222235577737,0.0,0.0,0.0,False
SOPH,2025-05-28 23:00:00,-0.0022550052,long,no_hedge,0.0022550052,-0.04529553679131493,0.0,-0.04304053159131493,0.0,True
SOPH,2025-05-28 23:00:00,-0.0022550052,long,delta_btc,0.0022550052,-0.04529553679131493,0.0,0.0,0.0,False
SOPH,2025-05-28 23:00:00,-0.0022550052,long,beta_btc,0.0022550052,-0.04529553679131493,0.0,0.0,0.0,False
SOPH,2025-05-28 23:00:00,-0.0022550052,long,beta_eth,0.0022550052,-0.04529553679131493,0.0,0.0,0.0,False
SOPH,2025-05-28 23:00:00,-0.0022550052,long,multi_hedge,0.0022550052,-0.04529553679131493,0.0,0.0,0.0,False
SOPH,2025-05-29 00:00:00,-0.001772065,long,no_hedge,0.001772065,-0.0014056478615198653,0.0,0.00036641713848013465,0.0,True
SOPH,2025-05-29 00:00:00,-0.001772065,long,delta_btc,0.001772065,-0.0014056478615198653,0.0,0.0,0.0,False
SOPH,2025-05-29 00:00:00,-0.001772065,long,beta_btc,0.001772065,-0.0014056478615198653,0.0,0.0,0.0,False
SOPH,2025-05-29 00:00:00,-0.001772065,long,beta_eth,0.001772065,-0.0014056478615198653,0.0,0.0,0.0,False
SOPH,2025-05-29 00:00:00,-0.001772065,long,multi_hedge,0.001772065,-0.0014056478615198653,0.0,0.0,0.0,False
SOPH,2025-05-29 01:00:00,-0.0010733929,long,no_hedge,0.0010733929,0.00039540069906829345,0.0,0.0014687935990682934,0.0,True
SOPH,2025-05-29 01:00:00,-0.0010733929,long,delta_btc,0.0010733929,0.00039540069906829345,0.0,0.0,0.0,False
SOPH,2025-05-29 01:00:00,-0.0010733929,long,beta_btc,0.0010733929,0.00039540069906829345,0.0,0.0,0.0,False
SOPH,2025-05-29 01:00:00,-0.0010733929,long,beta_eth,0.0010733929,0.00039540069906829345,0.0,0.0,0.0,False
SOPH,2025-05-29 01:00:00,-0.0010733929,long,multi_hedge,0.0010733929,0.00039540069906829345,0.0,0.0,0.0,False
SOPH,2025-05-29 03:00:00,-0.0015496613,long,no_hedge,0.0015496613,-0.01853350347016891,0.0,-0.01698384217016891,0.0,True
SOPH,2025-05-29 03:00:00,-0.0015496613,long,delta_btc,0.0015496613,-0.01853350347016891,0.0,0.0,0.0,False
SOPH,2025-05-29 03:00:00,-0.0015496613,long,beta_btc,0.0015496613,-0.01853350347016891,0.0,0.0,0.0,False
SOPH,2025-05-29 03:00:00,-0.0015496613,long,beta_eth,0.0015496613,-0.01853350347016891,0.0,0.0,0.0,False
SOPH,2025-05-29 03:00:00,-0.0015496613,long,multi_hedge,0.0015496613,-0.01853350347016891,0.0,0.0,0.0,False
SOPH,2025-05-29 04:00:00,-0.0010088785,long,no_hedge,0.0010088785,-0.0016013698847331392,0.0,-0.0005924913847331393,0.0,True
SOPH,2025-05-29 04:00:00,-0.0010088785,long,delta_btc,0.0010088785,-0.0016013698847331392,0.0,0.0,0.0,False
SOPH,2025-05-29 04:00:00,-0.0010088785,long,beta_btc,0.0010088785,-0.0016013698847331392,0.0,0.0,0.0,False
SOPH,2025-05-29 04:00:00,-0.0010088785,long,beta_eth,0.0010088785,-0.0016013698847331392,0.0,0.0,0.0,False
SOPH,2025-05-29 04:00:00,-0.0010088785,long,multi_hedge,0.0010088785,-0.0016013698847331392,0.0,0.0,0.0,False
SOPH,2025-05-29 05:00:00,-0.0018386844,long,no_hedge,0.0018386844,0.009115451802445662,0.0,0.010954136202445662,0.0,True
SOPH,2025-05-29 05:00:00,-0.0018386844,long,delta_btc,0.0018386844,0.009115451802445662,0.0,0.0,0.0,False
SOPH,2025-05-29 05:00:00,-0.0018386844,long,beta_btc,0.0018386844,0.009115451802445662,0.0,0.0,0.0,False
SOPH,2025-05-29 05:00:00,-0.0018386844,long,beta_eth,0.0018386844,0.009115451802445662,0.0,0.0,0.0,False
SOPH,2025-05-29 05:00:00,-0.0018386844,long,multi_hedge,0.0018386844,0.009115451802445662,0.0,0.0,0.0,False
SOPH,2025-05-29 06:00:00,-0.001606979,long,no_hedge,0.001606979,-0.0005822737001134337,0.0,0.0010247052998865662,0.0,True
SOPH,2025-05-29 06:00:00,-0.001606979,long,delta_btc,0.001606979,-0.0005822737001134337,0.0,0.0,0.0,False
SOPH,2025-05-29 06:00:00,-0.001606979,long,beta_btc,0.001606979,-0.0005822737001134337,0.0,0.0,0.0,False
SOPH,2025-05-29 06:00:00,-0.001606979,long,beta_eth,0.001606979,-0.0005822737001134337,0.0,0.0,0.0,False
SOPH,2025-05-29 06:00:00,-0.001606979,long,multi_hedge,0.001606979,-0.0005822737001134337,0.0,0.0,0.0,False
SOPH,2025-05-29 07:00:00,-0.0012946504,long,no_hedge,0.0012946504,-0.0026453776749018054,0.0,-0.0013507272749018054,0.0,True
SOPH,2025-05-29 07:00:00,-0.0012946504,long,delta_btc,0.0012946504,-0.0026453776749018054,0.0,0.0,0.0,False
SOPH,2025-05-29 07:00:00,-0.0012946504,long,beta_btc,0.0012946504,-0.0026453776749018054,0.0,0.0,0.0,False
SOPH,2025-05-29 07:00:00,-0.0012946504,long,beta_eth,0.0012946504,-0.0026453776749018054,0.0,0.0,0.0,False
SOPH,2025-05-29 07:00:00,-0.0012946504,long,multi_hedge,0.0012946504,-0.0026453776749018054,0.0,0.0,0.0,False
SOPH,2025-05-29 08:00:00,-0.0010505877,long,no_hedge,0.0010505877,-0.003931227205987042,0.0,-0.002880639505987042,0.0,True
SOPH,2025-05-29 08:00:00,-0.0010505877,long,delta_btc,0.0010505877,-0.003931227205987042,0.0,0.0,0.0,False
SOPH,2025-05-29 08:00:00,-0.0010505877,long,beta_btc,0.0010505877,-0.003931227205987042,0.0,0.0,0.0,False
SOPH,2025-05-29 08:00:00,-0.0010505877,long,beta_eth,0.0010505877,-0.003931227205987042,0.0,0.0,0.0,False
SOPH,2025-05-29 08:00:00,-0.0010505877,long,multi_hedge,0.0010505877,-0.003931227205987042,0.0,0.0,0.0,False
SOPH,2025-05-29 13:00:00,-0.0013951683,long,no_hedge,0.0013951683,0.022031803575842446,0.0,0.023426971875842445,0.0,True
SOPH,2025-05-29 13:00:00,-0.0013951683,long,delta_btc,0.0013951683,0.022031803575842446,0.0,0.0,0.0,False
SOPH,2025-05-29 13:00:00,-0.0013951683,long,beta_btc,0.0013951683,0.022031803575842446,0.0,0.0,0.0,False
SOPH,2025-05-29 13:00:00,-0.0013951683,long,beta_eth,0.0013951683,0.022031803575842446,0.0,0.0,0.0,False
SOPH,2025-05-29 13:00:00,-0.0013951683,long,multi_hedge,0.0013951683,0.022031803575842446,0.0,0.0,0.0,False
SOPH,2025-05-29 14:00:00,-0.0012264527,long,no_hedge,0.0012264527,-0.012801909000032308,0.0,-0.011575456300032308,0.0,True
SOPH,2025-05-29 14:00:00,-0.0012264527,long,delta_btc,0.0012264527,-0.012801909000032308,0.0,0.0,0.0,False
SOPH,2025-05-29 14:00:00,-0.0012264527,long,beta_btc,0.0012264527,-0.012801909000032308,0.0,0.0,0.0,False
SOPH,2025-05-29 14:00:00,-0.0012264527,long,beta_eth,0.0012264527,-0.012801909000032308,0.0,0.0,0.0,False
SOPH,2025-05-29 14:00:00,-0.0012264527,long,multi_hedge,0.0012264527,-0.012801909000032308,0.0,0.0,0.0,False
SOPH,2025-05-29 15:00:00,-0.0012401127,long,no_hedge,0.0012401127,-0.050793754491409104,0.0,-0.04955364179140911,0.0,True
SOPH,2025-05-29 15:00:00,-0.0012401127,long,delta_btc,0.0012401127,-0.050793754491409104,0.0,0.0,0.0,False
SOPH,2025-05-29 15:00:00,-0.0012401127,long,beta_btc,0.0012401127,-0.050793754491409104,0.0,0.0,0.0,False
SOPH,2025-05-29 15:00:00,-0.0012401127,long,beta_eth,0.0012401127,-0.050793754491409104,0.0,0.0,0.0,False
SOPH,2025-05-29 15:00:00,-0.0012401127,long,multi_hedge,0.0012401127,-0.050793754491409104,0.0,0.0,0.0,False
SOPH,2025-05-30 14:00:00,-0.0027598475,long,no_hedge,0.0027598475,-0.0032311573418115636,0.0,-0.00047130984181156365,0.0,True
SOPH,2025-05-30 14:00:00,-0.0027598475,long,delta_btc,0.0027598475,-0.0032311573418115636,0.0,0.0,0.0,False
SOPH,2025-05-30 14:00:00,-0.0027598475,long,beta_btc,0.0027598475,-0.0032311573418115636,0.0,0.0,0.0,False
SOPH,2025-05-30 14:00:00,-0.0027598475,long,beta_eth,0.0027598475,-0.0032311573418115636,0.0,0.0,0.0,False
SOPH,2025-05-30 14:00:00,-0.0027598475,long,multi_hedge,0.0027598475,-0.0032311573418115636,0.0,0.0,0.0,False
SOPH,2025-05-30 15:00:00,-0.0017494141,long,no_hedge,0.0017494141,0.00422972246780029,0.0,0.00597913656780029,0.0,True
SOPH,2025-05-30 15:00:00,-0.0017494141,long,delta_btc,0.0017494141,0.00422972246780029,0.0,0.0,0.0,False
SOPH,2025-05-30 15:00:00,-0.0017494141,long,beta_btc,0.0017494141,0.00422972246780029,0.0,0.0,0.0,False
SOPH,2025-05-30 15:00:00,-0.0017494141,long,beta_eth,0.0017494141,0.00422972246780029,0.0,0.0,0.0,False
SOPH,2025-05-30 15:00:00,-0.0017494141,long,multi_hedge,0.0017494141,0.00422972246780029,0.0,0.0,0.0,False
SOPH,2025-05-30 17:00:00,-0.0012789488,long,no_hedge,0.0012789488,0.009903565977521955,0.0,0.011182514777521956,0.0,True
SOPH,2025-05-30 17:00:00,-0.0012789488,long,delta_btc,0.0012789488,0.009903565977521955,0.0,0.0,0.0,False
SOPH,2025-05-30 17:00:00,-0.0012789488,long,beta_btc,0.0012789488,0.009903565977521955,0.0,0.0,0.0,False
SOPH,2025-05-30 17:00:00,-0.0012789488,long,beta_eth,0.0012789488,0.009903565977521955,0.0,0.0,0.0,False
SOPH,2025-05-30 17:00:00,-0.0012789488,long,multi_hedge,0.0012789488,0.009903565977521955,0.0,0.0,0.0,False
SOPH,2025-05-30 19:00:00,-0.0010041045,long,no_hedge,0.0010041045,-0.026200873362445476,0.0,-0.025196768862445477,0.0,True
SOPH,2025-05-30 19:00:00,-0.0010041045,long,delta_btc,0.0010041045,-0.026200873362445476,0.0,0.0,0.0,False
SOPH,2025-05-30 19:00:00,-0.0010041045,long,beta_btc,0.0010041045,-0.026200873362445476,0.0,0.0,0.0,False
SOPH,2025-05-30 19:00:00,-0.0010041045,long,beta_eth,0.0010041045,-0.026200873362445476,0.0,0.0,0.0,False
SOPH,2025-05-30 19:00:00,-0.0010041045,long,multi_hedge,0.0010041045,-0.026200873362445476,0.0,0.0,0.0,False
PUMP,2025-07-10 04:00:00,0.0026836687,short,no_hedge,0.0026836687,-0.003279953694771409,0.0,-0.0005962849947714092,0.0,True
PUMP,2025-07-10 04:00:00,0.0026836687,short,delta_btc,0.0026836687,-0.003279953694771409,-0.0005129174202953557,-0.001109202415066765,1.0,True
PUMP,2025-07-10 04:00:00,0.0026836687,short,beta_btc,0.0026836687,-0.003279953694771409,0.0,0.0,0.0,False
PUMP,2025-07-10 04:00:00,0.0026836687,short,beta_eth,0.0026836687,-0.003279953694771409,0.0,0.0,0.0,False
PUMP,2025-07-10 04:00:00,0.0026836687,short,multi_hedge,0.0026836687,-0.003279953694771409,0.0,0.0,0.0,False
PUMP,2025-07-10 05:00:00,0.0020031524,short,no_hedge,0.0020031524,-0.04807692307692313,0.0,-0.04607377067692313,0.0,True
PUMP,2025-07-10 05:00:00,0.0020031524,short,delta_btc,0.0020031524,-0.04807692307692313,0.0012964563526360884,-0.04477731432428704,1.0,True
PUMP,2025-07-10 05:00:00,0.0020031524,short,beta_btc,0.0020031524,-0.04807692307692313,0.0,0.0,0.0,False
PUMP,2025-07-10 05:00:00,0.0020031524,short,beta_eth,0.0020031524,-0.04807692307692313,0.0,0.0,0.0,False
PUMP,2025-07-10 05:00:00,0.0020031524,short,multi_hedge,0.0020031524,-0.04807692307692313,0.0,0.0,0.0,False
PUMP,2025-07-10 06:00:00,0.0010828758,short,no_hedge,0.0010828758,0.048990825688073336,0.0,0.05007370148807334,0.0,True
PUMP,2025-07-10 06:00:00,0.0010828758,short,delta_btc,0.0010828758,0.048990825688073336,-7.193209610123485e-05,0.0500017693919721,1.0,True
PUMP,2025-07-10 06:00:00,0.0010828758,short,beta_btc,0.0010828758,0.048990825688073336,0.0,0.0,0.0,False
PUMP,2025-07-10 06:00:00,0.0010828758,short,beta_eth,0.0010828758,0.048990825688073336,0.0,0.0,0.0,False
PUMP,2025-07-10 06:00:00,0.0010828758,short,multi_hedge,0.0010828758,0.048990825688073336,0.0,0.0,0.0,False
PUMP,2025-07-10 07:00:00,0.0010115269,short,no_hedge,0.0010115269,-0.01389156858961993,0.0,-0.012880041689619929,0.0,True
PUMP,2025-07-10 07:00:00,0.0010115269,short,delta_btc,0.0010115269,-0.01389156858961993,0.00021581181209984202,-0.012664229877520087,1.0,True
PUMP,2025-07-10 07:00:00,0.0010115269,short,beta_btc,0.0010115269,-0.01389156858961993,0.0,0.0,0.0,False
PUMP,2025-07-10 07:00:00,0.0010115269,short,beta_eth,0.0010115269,-0.01389156858961993,0.0,0.0,0.0,False
PUMP,2025-07-10 07:00:00,0.0010115269,short,multi_hedge,0.0010115269,-0.01389156858961993,0.0,0.0,0.0,False
PUMP,2025-07-10 08:00:00,0.0010105796,short,no_hedge,0.0010105796,0.07535680304471937,0.0,0.07636738264471937,0.0,True
PUMP,2025-07-10 08:00:00,0.0010105796,short,delta_btc,0.0010105796,0.07535680304471937,-0.001950877445339505,0.07441650519937987,1.0,True
PUMP,2025-07-10 08:00:00,0.0010105796,short,beta_btc,0.0010105796,0.07535680304471937,0.0,0.0,0.0,False
PUMP,2025-07-10 08:00:00,0.0010105796,short,beta_eth,0.0010105796,0.07535680304471937,0.0,0.0,0.0,False
PUMP,2025-07-10 08:00:00,0.0010105796,short,multi_hedge,0.0010105796,0.07535680304471937,0.0,0.0,0.0,False
PROVE,2025-08-06 04:00:00,-0.0044716302,long,no_hedge,0.0044716302,-0.05219347581552303,0.0,-0.04772184561552303,0.0,True
PROVE,2025-08-06 04:00:00,-0.0044716302,long,delta_btc,0.0044716302,-0.05219347581552303,-0.006297351408084184,-0.05401919702360721,1.0,True
PROVE,2025-08-06 04:00:00,-0.0044716302,long,beta_btc,0.0044716302,-0.05219347581552303,0.0,0.0,0.0,False
PROVE,2025-08-06 04:00:00,-0.0044716302,long,beta_eth,0.0044716302,-0.05219347581552303,0.0,0.0,0.0,False
PROVE,2025-08-06 04:00:00,-0.0044716302,long,multi_hedge,0.0044716302,-0.05219347581552303,0.0,0.0,0.0,False
PROVE,2025-08-06 05:00:00,-0.0051267075,long,no_hedge,0.0051267075,0.014874594509059147,0.0,0.020001302009059148,0.0,True
PROVE,2025-08-06 05:00:00,-0.0051267075,long,delta_btc,0.0051267075,0.014874594509059147,0.0005609360620535409,0.02056223807111269,1.0,True
PROVE,2025-08-06 05:00:00,-0.0051267075,long,beta_btc,0.0051267075,0.014874594509059147,0.0,0.0,0.0,False
PROVE,2025-08-06 05:00:00,-0.0051267075,long,beta_eth,0.0051267075,0.014874594509059147,0.0,0.0,0.0,False
PROVE,2025-08-06 05:00:00,-0.0051267075,long,multi_hedge,0.0051267075,0.014874594509059147,0.0,0.0,0.0,False
PROVE,2025-08-06 06:00:00,-0.0072279749,long,no_hedge,0.0072279749,-0.037343104389179094,0.0,-0.030115129489179094,0.0,True
PROVE,2025-08-06 06:00:00,-0.0072279749,long,delta_btc,0.0072279749,-0.037343104389179094,-0.0012452754075646943,-0.031360404896743785,1.0,True
PROVE,2025-08-06 06:00:00,-0.0072279749,long,beta_btc,0.0072279749,-0.037343104389179094,0.0,0.0,0.0,False
PROVE,2025-08-06 06:00:00,-0.0072279749,long,beta_eth,0.0072279749,-0.037343104389179094,0.0,0.0,0.0,False
PROVE,2025-08-06 06:00:00,-0.0072279749,long,multi_hedge,0.0072279749,-0.037343104389179094,0.0,0.0,0.0,False
PROVE,2025-08-06 09:00:00,-0.0010215373,long,no_hedge,0.0010215373,0.044481487980347456,0.0,0.045503025280347456,0.0,True
PROVE,2025-08-06 09:00:00,-0.0010215373,long,delta_btc,0.0010215373,0.044481487980347456,0.000227982182315567,0.04573100746266302,1.0,True
PROVE,2025-08-06 09:00:00,-0.0010215373,long,beta_btc,0.0010215373,0.044481487980347456,0.0,0.0,0.0,False
PROVE,2025-08-06 09:00:00,-0.0010215373,long,beta_eth,0.0010215373,0.044481487980347456,0.0,0.0,0.0,False
PROVE,2025-08-06 09:00:00,-0.0010215373,long,multi_hedge,0.0010215373,0.044481487980347456,0.0,0.0,0.0,False
PROVE,2025-08-06 15:00:00,-0.001092005,long,no_hedge,0.001092005,-0.06114891051589011,0.0,-0.06005690551589011,0.0,True
PROVE,2025-08-06 15:00:00,-0.001092005,long,delta_btc,0.001092005,-0.06114891051589011,0.0026509572901325384,-0.05740594822575757,1.0,True
PROVE,2025-08-06 15:00:00,-0.001092005,long,beta_btc,0.001092005,-0.06114891051589011,0.0,0.0,0.0,False
PROVE,2025-08-06 15:00:00,-0.001092005,long,beta_eth,0.001092005,-0.06114891051589011,0.0,0.0,0.0,False
PROVE,2025-08-06 15:00:00,-0.001092005,long,multi_hedge,0.001092005,-0.06114891051589011,0.0,0.0,0.0,False
YZY,2025-08-21 13:00:00,-0.0013888313,long,no_hedge,0.0013888313,0.03456226117029226,0.0,0.03595109247029226,0.0,True
YZY,2025-08-21 13:00:00,-0.0013888313,long,delta_btc,0.0013888313,0.03456226117029226,0.001666020239060706,0.037617112709352966,1.0,True
YZY,2025-08-21 13:00:00,-0.0013888313,long,beta_btc,0.0013888313,0.03456226117029226,0.0,0.0,0.0,False
YZY,2025-08-21 13:00:00,-0.0013888313,long,beta_eth,0.0013888313,0.03456226117029226,0.0,0.0,0.0,False
YZY,2025-08-21 13:00:00,-0.0013888313,long,multi_hedge,0.0013888313,0.03456226117029226,0.0,0.0,0.0,False
YZY,2025-08-21 14:00:00,-0.0020524837,long,no_hedge,0.0020524837,0.03699806033593345,0.0,0.03905054403593345,0.0,True
YZY,2025-08-21 14:00:00,-0.0020524837,long,delta_btc,0.0020524837,0.03699806033593345,0.004282371639221183,0.04333291567515463,1.0,True
YZY,2025-08-21 14:00:00,-0.0020524837,long,beta_btc,0.0020524837,0.03699806033593345,0.0,0.0,0.0,False
YZY,2025-08-21 14:00:00,-0.0020524837,long,beta_eth,0.0020524837,0.03699806033593345,0.0,0.0,0.0,False
YZY,2025-08-21 14:00:00,-0.0020524837,long,multi_hedge,0.0020524837,0.03699806033593345,0.0,0.0,0.0,False
YZY,2025-08-21 15:00:00,-0.0019749605,long,no_hedge,0.0019749605,-0.02064471196895845,0.0,-0.01866975146895845,0.0,True
YZY,2025-08-21 15:00:00,-0.0019749605,long,delta_btc,0.0019749605,-0.02064471196895845,0.003697791965948438,-0.014971959503010012,1.0,True
YZY,2025-08-21 15:00:00,-0.0019749605,long,beta_btc,0.0019749605,-0.02064471196895845,0.0,0.0,0.0,False
YZY,2025-08-21 15:00:00,-0.0019749605,long,beta_eth,0.0019749605,-0.02064471196895845,0.0,0.0,0.0,False
YZY,2025-08-21 15:00:00,-0.0019749605,long,multi_hedge,0.0019749605,-0.02064471196895845,0.0,0.0,0.0,False
YZY,2025-08-21 16:00:00,-0.0016846214,long,no_hedge,0.0016846214,-0.06293493168080455,0.0,-0.06125031028080455,0.0,True
YZY,2025-08-21 16:00:00,-0.0016846214,long,delta_btc,0.0016846214,-0.06293493168080455,-0.00016910985910478793,-0.061419420139909336,1.0,True
YZY,2025-08-21 16:00:00,-0.0016846214,long,beta_btc,0.0016846214,-0.06293493168080455,0.0,0.0,0.0,False
YZY,2025-08-21 16:00:00,-0.0016846214,long,beta_eth,0.0016846214,-0.06293493168080455,0.0,0.0,0.0,False
YZY,2025-08-21 16:00:00,-0.0016846214,long,multi_hedge,0.0016846214,-0.06293493168080455,0.0,0.0,0.0,False
YZY,2025-08-22 09:00:00,-0.0030745641,long,no_hedge,0.0030745641,0.008583498112529231,0.0,0.01165806221252923,0.0,True
YZY,2025-08-22 09:00:00,-0.0030745641,long,delta_btc,0.0030745641,0.008583498112529231,0.004565321253516941,0.01622338346604617,1.0,True
YZY,2025-08-22 09:00:00,-0.0030745641,long,beta_btc,0.0030745641,0.008583498112529231,0.0,0.0,0.0,False
YZY,2025-08-22 09:00:00,-0.0030745641,long,beta_eth,0.0030745641,0.008583498112529231,0.0,0.0,0.0,False
YZY,2025-08-22 09:00:00,-0.0030745641,long,multi_hedge,0.0030745641,0.008583498112529231,0.0,0.0,0.0,False
YZY,2025-08-22 10:00:00,-0.0017199062,long,no_hedge,0.0017199062,0.021669711417071413,0.0,0.023389617617071413,0.0,True
YZY,2025-08-22 10:00:00,-0.0017199062,long,delta_btc,0.0017199062,0.021669711417071413,0.0018042840636387503,0.025193901680710163,1.0,True
YZY,2025-08-22 10:00:00,-0.0017199062,long,beta_btc,0.0017199062,0.021669711417071413,0.0,0.0,0.0,False
YZY,2025-08-22 10:00:00,-0.0017199062,long,beta_eth,0.0017199062,0.021669711417071413,0.0,0.0,0.0,False
YZY,2025-08-22 10:00:00,-0.0017199062,long,multi_hedge,0.0017199062,0.021669711417071413,0.0,0.0,0.0,False
YZY,2025-08-22 11:00:00,-0.0016587918,long,no_hedge,0.0016587918,-0.034875268942257454,0.0,-0.03321647714225745,0.0,True
YZY,2025-08-22 11:00:00,-0.0016587918,long,delta_btc,0.0016587918,-0.034875268942257454,-0.00016917912507685706,-0.03338565626733431,1.0,True
YZY,2025-08-22 11:00:00,-0.0016587918,long,beta_btc,0.0016587918,-0.034875268942257454,0.0,0.0,0.0,False
YZY,2025-08-22 11:00:00,-0.0016587918,long,beta_eth,0.0016587918,-0.034875268942257454,0.0,0.0,0.0,False
YZY,2025-08-22 11:00:00,-0.0016587918,long,multi_hedge,0.0016587918,-0.034875268942257454,0.0,0.0,0.0,False
XPL,2025-08-22 11:00:00,0.0011963443,short,no_hedge,0.0011963443,0.05542417632877972,0.0,0.056620520628779716,0.0,True
XPL,2025-08-22 11:00:00,0.0011963443,short,delta_btc,0.0011963443,0.05542417632877972,0.00016917912507685706,0.05678969975385657,1.0,True
XPL,2025-08-22 11:00:00,0.0011963443,short,beta_btc,0.0011963443,0.05542417632877972,0.0,0.0,0.0,False
