t,time,close
1767124800000,2025-12-30 20:00:00,155.75
1767139200000,2025-12-31 00:00:00,156.12
1767153600000,2025-12-31 04:00:00,155.99
1767168000000,2025-12-31 08:00:00,156.62
1767182400000,2025-12-31 12:00:00,153.51
1767196800000,2025-12-31 16:00:00,153.2
1767211200000,2025-12-31 20:00:00,152.17
1767225600000,2026-01-01 00:00:00,152.1
1767240000000,2026-01-01 04:00:00,152.09
1767254400000,2026-01-01 08:00:00,152.37
1767268800000,2026-01-01 12:00:00,152.61
1767283200000,2026-01-01 16:00:00,152.91
1767297600000,2026-01-01 20:00:00,153.1
1767312000000,2026-01-02 00:00:00,154.39
1767326400000,2026-01-02 04:00:00,154.25
1767340800000,2026-01-02 08:00:00,155.72
1767355200000,2026-01-02 12:00:00,156.56
1767369600000,2026-01-02 16:00:00,156.87
1767384000000,2026-01-02 20:00:00,158.79
1767398400000,2026-01-03 00:00:00,158.72
1767412800000,2026-01-03 04:00:00,156.81
1767427200000,2026-01-03 08:00:00,158.43
1767441600000,2026-01-03 12:00:00,158.92
1767456000000,2026-01-03 16:00:00,158.11
1767470400000,2026-01-03 20:00:00,158.59
1767484800000,2026-01-04 00:00:00,161.49
1767499200000,2026-01-04 04:00:00,161.69
1767513600000,2026-01-04 08:00:00,164.79
1767528000000,2026-01-04 12:00:00,163.53
1767542400000,2026-01-04 16:00:00,162.8
1767556800000,2026-01-04 20:00:00,162.77
1767571200000,2026-01-05 00:00:00,164.6
1767585600000,2026-01-05 04:00:00,162.98
1767600000000,2026-01-05 08:00:00,164.14
1767614400000,2026-01-05 12:00:00,167.14
1767628800000,2026-01-05 16:00:00,164.3
1767643200000,2026-01-05 20:00:00,164.97
1767657600000,2026-01-06 00:00:00,165.05
1767672000000,2026-01-06 04:00:00,164.35
1767686400000,2026-01-06 08:00:00,164.81
1767700800000,2026-01-06 12:00:00,160.58
1767715200000,2026-01-06 16:00:00,156.4
1767729600000,2026-01-06 20:00:00,169.24
1767744000000,2026-01-07 00:00:00,169.1
1767758400000,2026-01-07 04:00:00,167.72
1767772800000,2026-01-07 08:00:00,164.65
1767787200000,2026-01-07 12:00:00,164.56
1767801600000,2026-01-07 16:00:00,162.12
1767816000000,2026-01-07 20:00:00,162.34
1767830400000,2026-01-08 00:00:00,161.33
1767844800000,2026-01-08 04:00:00,160.41
1767859200000,2026-01-08 08:00:00,160.54
1767873600000,2026-01-08 12:00:00,163.7
1767888000000,2026-01-08 16:00:00,166.85
1767902400000,2026-01-08 20:00:00,167.18
1767916800000,2026-01-09 00:00:00,167.61
1767931200000,2026-01-09 04:00:00,166.61
1767945600000,2026-01-09 08:00:00,165.92
1767960000000,2026-01-09 12:00:00,159.68
1767974400000,2026-01-09 16:00:00,157.62
1767988800000,2026-01-09 20:00:00,158.09
1768003200000,2026-01-10 00:00:00,157.83
1768017600000,2026-01-10 04:00:00,157.89
1768032000000,2026-01-10 08:00:00,158.3
1768046400000,2026-01-10 12:00:00,158.13
1768060800000,2026-01-10 16:00:00,158.05
1768075200000,2026-01-10 20:00:00,158.5
1768089600000,2026-01-11 00:00:00,158.6
1768104000000,2026-01-11 04:00:00,158.15
1768118400000,2026-01-11 08:00:00,158.94
1768132800000,2026-01-11 12:00:00,159.02
1768147200000,2026-01-11 16:00:00,158.76
1768161600000,2026-01-11 20:00:00,158.81
1768176000000,2026-01-12 00:00:00,159.81
1768190400000,2026-01-12 04:00:00,159.13
1768204800000,2026-01-12 08:00:00,158.03
1768219200000,2026-01-12 12:00:00,160.02
1768233600000,2026-01-12 16:00:00,162.55
1768248000000,2026-01-12 20:00:00,161.54
1768262400000,2026-01-13 00:00:00,161.66
1768276800000,2026-01-13 04:00:00,162.99
1768291200000,2026-01-13 08:00:00,163.28
1768305600000,2026-01-13 12:00:00,168.04
1768320000000,2026-01-13 16:00:00,171.83
1768334400000,2026-01-13 20:00:00,177.13
1768348800000,2026-01-14 00:00:00,179.02
1768363200000,2026-01-14 04:00:00,177.6
1768377600000,2026-01-14 08:00:00,176.02
1768392000000,2026-01-14 12:00:00,184.67
1768406400000,2026-01-14 16:00:00,178.47
1768420800000,2026-01-14 20:00:00,177.98
1768435200000,2026-01-15 00:00:00,175.78
1768449600000,2026-01-15 04:00:00,178.66
1768464000000,2026-01-15 08:00:00,179.85
1768478400000,2026-01-15 12:00:00,172.45
1768492800000,2026-01-15 16:00:00,174.97
1768507200000,2026-01-15 20:00:00,172.06
1768521600000,2026-01-16 00:00:00,171.7
1768536000000,2026-01-16 04:00:00,172.62
1768550400000,2026-01-16 08:00:00,172.37
1768564800000,2026-01-16 12:00:00,170.45
1768579200000,2026-01-16 16:00:00,171.74
1768593600000,2026-01-16 20:00:00,174.13
1768608000000,2026-01-17 00:00:00,174.35
1768622400000,2026-01-17 04:00:00,177.52
1768636800000,2026-01-17 08:00:00,174.6
1768651200000,2026-01-17 12:00:00,175.0
1768665600000,2026-01-17 16:00:00,174.7
1768680000000,2026-01-17 20:00:00,173.79
1768694400000,2026-01-18 00:00:00,173.85
